melid,onset,pitch,duration,bar
53,1.649799196787148,60.0,0.5086149659863944,0
53,2.1761374482978053,62.0,0.13072834467120165,1
53,2.3227489659560923,64.0,0.163410430839002,1
53,2.501940820871778,67.0,0.45754920634920626,1
53,3.0070128031911474,65.0,0.5392544217687073,1
53,3.6534774496557927,60.0,0.17770884353741478,1
53,4.015324214792298,64.0,0.5515102040816324,1
53,4.595111448834853,65.0,0.4105687074829932,1
53,5.248065015479877,58.0,0.45754920634920626,1
53,5.750128998968008,59.0,0.2872448979591836,1
53,6.056150579884661,62.0,0.6046185941043083,2
53,6.784206857215289,60.0,0.2328598639455781,2
53,7.015868869587932,61.0,0.33703401360544194,2
53,7.360673937177562,64.0,0.2573714285714285,2
53,7.63024880820218,67.0,0.3554176870748298,2
53,8.21900419028839,70.0,0.41669659863945563,2
53,8.621271875770274,72.0,0.18383673469387757,2
53,8.804658614739957,70.0,0.22060408163265305,2
53,9.047952923500688,69.0,0.5944054421768707,2
53,9.709027169149868,65.0,0.23898775510204062,2
53,9.997495930887691,67.0,0.6066612244897958,3
53,10.574934694125506,60.0,0.2573714285714285,3
53,10.843205151570379,62.0,0.8170521541950112,3
53,11.663290975940141,63.0,2.0589714285714287,3
53,16.763510899006832,65.0,0.14706938775510184,4
53,16.949245453372885,65.0,0.39218503401360527,4
53,17.716485048150023,70.0,0.16545306122448972,4
53,17.923276735935126,71.0,0.39218503401360527,5
53,18.815469101495303,70.0,1.0049741496598639,5
53,20.09382518043304,70.0,0.25124353741496597,5
53,20.336623280488556,71.0,0.8456489795918367,5
53,21.15369445985086,70.0,0.723091156462585,5
53,22.13847229283172,67.0,0.5630000000000001,6
53,22.71956024402644,68.0,0.43508027210884354,6
53,23.17035958470499,65.0,0.36767346938775514,6
53,23.656558622436062,67.0,0.2083482993197277,6
53,23.88142567738668,65.0,0.31865034013605437,6
53,24.243378623755564,63.0,0.48410340136054403,6
53,24.760315571974203,60.0,0.44733605442176716,6
53,25.20187912646012,58.0,0.8150095238095237,6
53,26.01209130166564,53.0,0.5453823129251699,7
53,26.539173349784086,56.0,0.30026666666666846,7
53,26.829364589759408,57.0,0.6209596371882088,7
53,27.44082821503197,60.0,0.23694512471654983,7
53,27.675869055910844,63.0,0.13481360544217677,7
53,27.809599189514344,67.0,0.306394557823129,7
53,28.189914232282188,65.0,0.5086149659863944,7
53,29.071735049611156,60.0,0.09804625850340132,7
53,29.181147760793777,62.0,0.4963591836734694,7
53,29.792571735049616,63.0,1.3787755102040815,7
53,33.0968239284613,61.0,0.5331265306122512,8
53,33.61190255935862,62.0,0.4412081632653061,8
53,34.19245026566168,70.0,0.3638435374149631,9
53,34.54460645001853,72.0,0.09191836734693878,9
53,34.689175830965034,70.0,0.2872448979591836,9
53,35.02338403041824,69.0,0.5944054421768707,9
53,35.643916349809885,67.0,0.22060408163265305,9
53,36.01567563992328,72.0,0.6250448979591836,9
53,36.683180104504274,67.0,0.5859795918367345,9
53,38.55892949047864,63.0,0.20222040816326514,10
53,38.7627380339681,64.0,0.26962721088435354,10
53,39.04609345321008,66.0,0.2328598639455781,10
53,39.27706724072432,67.0,0.18383673469387957,10
53,39.45941496770926,70.0,0.31865034013605437,10
53,39.78156261871597,75.0,0.22673197278911555,10
53,40.00697197539302,77.0,0.22673197278911555,10
53,40.24976076555023,76.0,0.0980462585033957,10
53,40.354750512645246,74.0,0.06740680272108839,10
53,40.42693096377306,75.0,0.26962721088435354,10
53,40.715652768284336,76.0,0.3002666666666735,10
53,41.03598835670811,73.0,0.33703401360544194,10
53,41.38528711299286,74.0,0.18383673469387957,10
53,41.57581370732997,75.0,0.18383673469387757,10
53,41.791743847578715,75.0,0.06740680272108839,10
53,41.861603598835664,73.0,0.22060408163265555,10
53,42.08884257148439,70.0,0.13481360544217677,11
53,42.270175210056664,70.0,0.1164299319727889,11
53,42.38897935256952,67.0,0.22060408163265555,11
53,42.61408193838337,72.0,0.20222040816325756,11
53,42.820425975379415,70.0,0.26962721088435354,11
53,43.09741682714655,69.0,0.2880108843537414,11
53,43.39703831595723,65.0,0.1960925170068015,11
53,43.60103592536025,61.0,0.2083482993197277,11
53,43.81778338535096,58.0,0.2144761904761905,11
53,44.08410902029065,60.0,1.1438730158730157,11
53,49.68733624454149,64.0,0.2818829931972789,12
53,49.98401074907626,65.0,0.34928979591836135,13
53,50.336721564590825,69.0,0.2711591836734699,13
53,50.61001029336077,72.0,0.2987346938775509,13
53,50.96667524446732,76.0,0.6189170068027151,13
53,51.57730532142406,77.0,0.23898775510204062,13
53,51.81280664234495,78.0,0.263499319727891,13
53,52.07272727272727,79.0,0.43508027210884354,13
53,52.50303030303031,78.0,0.19609251700680264,13
53,52.696969696969695,77.0,0.3860571428571427,13
53,53.080138701598926,76.0,0.46571972789115645,13
53,53.548641880177236,74.0,0.4779755102040815,13
53,54.03569590944171,73.0,0.48410340136054403,14
53,54.67166195009004,64.0,0.30026666666666646,14
53,54.98655775662463,67.0,0.471847619047619,14
53,55.60033935913332,69.0,0.428952380952381,14
53,56.1936009016342,70.0,0.4473360544217773,14
53,56.63239621814539,72.0,0.20222040816325756,14
53,56.83075574478742,70.0,0.2573714285714285,14
53,57.08462273161413,69.0,0.5208707482993196,14
53,57.73256924546324,65.0,0.22060408163265305,14
53,58.046031746031744,67.0,0.30026666666666646,15
53,58.35714285714286,69.0,0.14706938775510184,15
53,58.522222222222226,67.0,0.19609251700680264,15
53,58.72539682539683,65.0,0.29413877551020395,15
53,59.02846441947566,62.0,0.612789115646259,15
53,59.62771535580525,65.0,1.4155428571428572,15
53,61.09490196078431,67.0,0.27575510204081605,15
53,61.3772549019608,69.0,0.18383673469386969,15
53,61.565490196078414,67.0,0.10417414965986385,15
53,61.6721568627451,65.0,0.3309061224489735,15
53,62.01048689138577,63.0,0.588277551020405,16
53,62.58576779026217,65.0,1.8077278911564625,16
53,66.70341715022566,60.0,0.18996462585033558,17
53,66.89529335912314,62.0,0.7047074829931973,17
53,67.67553528442924,65.0,0.18996462585033558,17
53,67.86405675915367,68.0,0.20222040816326514,17
53,68.1615870830465,72.0,0.5515102040816324,17
53,68.73684210526316,70.0,0.3738013605442177,17
53,69.12008861666776,68.0,0.26962721088435354,17
53,69.39532156121719,70.0,0.22060408163265305,17
53,69.62051215221216,68.0,0.18383673469387757,17
53,69.8081709780413,65.0,0.33090612244897943,17
53,70.27494127827914,67.0,0.6250448979591836,18
53,70.98256892075659,65.0,0.6089591836734695,18
53,71.78937210499228,63.0,0.4779755102040815,18
53,72.47537358439993,60.0,0.6250448979591836,18
53,73.23421273301942,58.0,0.45959183673469367,18
53,73.80313487712057,53.0,0.37916326530612243,18
53,74.37930572309342,57.0,1.1214040816326531,19
53,75.55943279901355,60.0,0.10417414965986385,19
53,75.6600493218249,62.0,0.1348136054421717,19
53,75.79025893958075,64.0,0.18996462585034013,19
53,76.00325124932264,67.0,0.2818829931972789,19
53,76.37895117105184,72.0,0.4412081632653061,19
53,76.87819856704195,67.0,0.39831292517006806,19
53,77.2971301633045,64.0,0.428952380952381,19
53,77.7755163304515,61.0,0.3446938775510203,19
53,78.2782424086464,73.0,0.5576380952380953,20
53,78.87731600617602,71.0,0.3554176870748275,20
53,79.2390466862553,66.0,0.37992925170068026,20
53,79.65275873326804,63.0,0.2757551020408096,20
53,79.93483512895853,59.0,0.2880108843537414,20
53,80.29548476980558,70.0,0.6878557823129174,20
53,80.97789880311569,68.0,0.6893877551020406,20
53,83.7052618036794,63.0,0.3002666666666735,21
53,84.00809716599191,64.0,0.23898775510204062,21
53,84.27570186500297,66.0,0.21447619047618968,21
53,84.49870578084554,68.0,0.21447619047620964,21
53,84.72170969668814,71.0,0.2083482993197277,21
53,84.93834207207804,75.0,0.22673197278911555,21
53,85.22683272704853,77.0,0.37992925170068026,21
53,86.64730904383207,63.0,0.2573714285714316,22
53,86.89587571666358,64.0,0.18383673469387757,22
53,87.10910159310525,67.0,0.22060408163265305,22
53,87.37235570645075,69.0,0.17158095238095222,22
53,87.55412640376076,70.0,0.15319727891156437,22
53,88.00511619305922,73.0,0.3247782312925174,22
53,88.31874499167847,72.0,0.24511564625850316,22
53,88.58503359427972,70.0,0.1715809523809677,22
53,88.75072428034274,69.0,0.2818829931972755,22
53,89.02461619904712,67.0,0.22060408163265305,22
53,89.2787188988883,65.0,0.22060408163265555,22
53,89.50741132874538,64.0,0.26962721088435354,22
53,89.79962943356273,55.0,0.20222040816326514,22
53,90.00889284126278,58.0,0.2573714285714285,23
53,90.30159435939782,61.0,0.2083482993197277,23
53,90.50892460141017,60.0,0.2144761904761905,23
53,90.77723432636728,57.0,0.15932517006802718,23
53,90.93578098202377,58.0,0.18996462585034013,23
53,91.21259842519686,69.0,0.4044408163265354,23
53,91.63184013762987,63.0,0.2328598639455781,23
53,91.8859260239529,64.0,0.20222040816326514,23
53,92.09556047389663,67.0,0.36767346938775514,23
53,93.80529032258065,59.0,0.1409414965986393,23
53,93.94774193548388,60.0,3.260038095238095,24
53,97.23349187720058,62.0,0.5515102040816324,24
53,97.80054357897338,60.0,0.2527755102040815,24
53,98.18014175876984,67.0,0.24511564625850316,25
53,98.41080009610765,69.0,0.4044408163265354,25
53,98.79138635271505,72.0,0.12255782312923962,25
53,98.90671552138394,69.0,0.34316190476191544,25
53,99.23626475495952,67.0,0.4963591836734694,25
53,99.75835856869168,65.0,0.5637659863945578,25
53,101.71351693573915,69.0,0.39831292517006806,25
53,102.10759771629337,70.0,0.37380136054420526,26
53,102.47499843152016,72.0,0.14706938775510184,26
53,102.619549532593,69.0,0.3738013605442177,26
53,103.10335471139616,67.0,0.5285306122448978,26
53,103.62654168722253,65.0,0.471847619047619,26
53,104.09285367039381,64.0,0.41669659863945563,26
53,104.60403500243073,62.0,0.5515102040816324,26
53,105.18883013027215,61.0,0.44733605442176855,26
53,105.6903134270605,64.0,0.5086149659863772,26
53,106.19526335265822,62.0,0.5024870748299319,27
53,106.8169483162699,61.0,0.33090612244896334,27
53,107.14029756251978,62.0,0.5331265306122449,27
53,107.6789490345046,64.0,0.4481020408163264,27
53,108.20503357734891,65.0,0.4940612244897957,27
53,108.69435537540082,67.0,0.4534639455782232,27
53,109.13411764705882,69.0,0.7782421768707483,27
53,110.08184679958028,62.0,0.7659863945578088,28
53,110.86883525708288,63.0,1.7464489795918368,28
53,114.85128030044385,70.0,0.24511564625850316,29
53,115.23105917828875,72.0,0.7843700680272109,29
53,116.17986362798698,77.0,0.6740680272108842,29
53,116.82855212236622,73.0,0.18996462585034574,29
53,117.01208281627586,70.0,0.17770884353741365,29
53,117.19391287309776,68.0,0.6495564625850341,29
53,117.86480308275095,65.0,1.0570612244897957,29
53,119.86645962732922,60.0,0.18996462585034013,30
53,120.12128647214855,71.0,0.4534639455782311,30
53,120.72606100795757,70.0,0.3860571428571427,30
53,121.13006475485662,68.0,0.2573714285714285,30
53,121.37872340425533,70.0,0.2083482993197277,30
53,121.58593894542092,68.0,0.2267319727891015,30
53,121.8049953746531,65.0,0.2818829931972789,30
53,122.26082130965594,67.0,0.33703401360544955,31
53,122.58638549759527,69.0,0.8211374149659864,31
53,123.39703321509191,72.0,0.1164299319727889,31
53,123.51467268623026,69.0,0.31865034013605437,31
53,123.85520799742018,64.0,0.25124353741496597,31
53,124.12617260787992,62.0,0.14706938775510184,31
53,124.40277405521309,62.0,1.4706938775510205,31
53,130.67028293164026,63.0,0.33090612244897943,33
53,130.98982925476176,64.0,0.17770884353741365,33
53,131.16638078902233,67.0,0.2328598639455781,33
53,131.40423098913666,69.0,0.22673197278912147,33
53,131.62988374309128,70.0,0.24511564625850316,33
53,131.8738326662855,71.0,0.24511564625850316,33
53,132.13430484442694,72.0,0.3125224489795918,33
53,132.45569121701456,71.0,0.3125224489795918,33
53,132.77707758960221,70.0,0.22673197278911555,33
